customer_id,age,tenure_months,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,gender,churn
CUST00799,52,45,127.31900703507742,4502.144212654469,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,Male,1
CUST00800,29,20,55.78069377104592,3303.6480027108846,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,Male,0
CUST00801,42,64,29.77626373916432,5726.508683324487,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,Male,0
CUST00802,69,67,112.01191718712273,3906.3828257681785,No,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,Female,0
CUST00803,76,3,82.79154122128924,3414.170075604813,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,Female,1
CUST00804,38,54,136.5455526246693,3415.493581000828,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card,Male,0
CUST00805,53,64,147.74840633391642,6977.57351558286,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,Female,0
CUST00806,70,40,71.8842155747148,3173.9006927652817,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,Female,0
CUST00807,40,59,74.00707211375591,2680.5090796016752,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer,Male,0
CUST00808,33,55,73.03513828674443,2721.50991464138,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,Female,0
CUST00809,74,62,62.192034265020396,1588.8743585828245,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card,Female,0
CUST00810,56,4,121.61932270963166,6888.297027580436,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,Male,1
CUST00811,62,60,118.66944912379459,1190.113903920101,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,Female,0
CUST00812,70,30,82.22383317156823,7270.71368764085,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,Male,0
CUST00813,59,2,25.805958129256837,2282.0724208498295,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,Female,1
CUST00814,75,62,60.24270919669954,7197.426040947298,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,Female,0
CUST00815,56,49,57.99939605212888,6330.748841380326,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,Male,0
CUST00816,31,9,125.4413420060336,4664.260417183862,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,Female,1
CUST00817,48,31,31.384824544102713,5362.370631270421,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,Male,1
CUST00818,75,61,124.73779927555154,2620.2358447829233,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,Male,0
CUST00819,22,48,106.9938747858886,4602.344342334745,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,Male,0
CUST00820,52,25,115.2173896869584,2353.3751477990427,No,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,Female,1
CUST00821,40,36,76.18771438605305,3230.137054845884,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,Female,1
CUST00822,46,8,108.36435348022857,6122.007190729373,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card,Male,1
CUST00823,60,58,99.17376281189905,1966.5818592055255,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,Male,0
CUST00824,28,45,119.96742537972183,6713.991206383551,No,No,Yes,Yes,Yes,No,No,Two year,No,Credit card,Male,1
CUST00825,35,62,78.08007848087277,3019.5451722466723,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,Female,0
CUST00826,64,39,81.46733123651931,4266.716287632324,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,Male,0
CUST00827,29,58,103.66490895617662,7536.844690751729,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Female,0
CUST00828,26,64,34.05007417663048,5456.419928891261,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,Male,0
CUST00829,27,44,76.71177828736126,5171.920820500127,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,Female,0
CUST00830,75,29,146.3536098837747,5698.629666288132,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer,Female,0
CUST00831,61,59,24.88180160780593,7346.52848330928,No,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,Female,0
CUST00832,34,71,61.0806139726312,2003.1393995876565,No,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,Female,0
CUST00833,78,9,60.8342764816182,4913.664822278721,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,Female,1
CUST00834,55,6,102.35033550065044,3215.142957981545,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,Female,1
CUST00835,24,29,33.75404672513819,114.6052398177465,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,Male,0
CUST00836,63,58,101.71072401425195,1019.9011533207514,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,Male,0
CUST00837,30,17,32.35523128471053,2613.4353242034354,No,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,Male,1
CUST00838,57,16,32.34397416438303,4528.699770031687,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,Female,0
CUST00839,59,3,114.6638364345027,7054.168718036248,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,Female,1
CUST00840,26,21,62.137572598263525,6333.090663247487,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,Female,1
CUST00841,67,64,147.06498320278723,4435.602705933708,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,Male,0
CUST00842,44,36,24.85588173662214,609.4859349015916,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,Female,0
CUST00843,75,62,77.86386628333923,2301.5321973519294,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,Male,1
CUST00844,19,42,34.70767189762307,2946.335010180106,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Male,0
CUST00845,22,42,65.67926567855412,4981.303137926664,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,Male,0
CUST00846,46,61,149.76891857917659,538.0905113791321,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,Female,1
CUST00847,54,13,135.54952652600912,4250.944564913777,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card,Male,1
CUST00848,55,11,26.282173151201597,7213.6873176347635,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Male,1
CUST00849,36,54,93.22325969733885,5649.352911665274,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,Female,0
CUST00850,25,16,104.21689962717664,6380.672916370796,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,Male,1
CUST00851,65,8,47.23950111351634,5459.771673905406,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,Male,0
CUST00852,62,59,38.86372454153853,1668.5811151372861,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,Male,0
CUST00853,18,57,137.56954750651803,901.6608841268288,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer,Female,1
CUST00854,39,40,145.94613739283898,6639.335570579174,No,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,Female,0
CUST00855,69,59,148.94607145155345,5570.125399403916,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,Female,0
CUST00856,34,2,122.66903058550248,4608.991239354618,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,Female,1
CUST00857,24,10,106.25526902268342,1530.477262446603,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,Male,1
CUST00858,42,44,64.94493278508972,4834.692823187792,No,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,Female,0
CUST00859,62,11,42.28178060221782,269.9478460728351,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,Female,1
CUST00860,21,2,30.267477917610123,968.3362924637963,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,Male,1
CUST00861,53,50,110.12867091169396,2508.8833954393076,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,Male,0
CUST00862,23,12,122.01404397331657,3561.0314537410914,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,Female,1
CUST00863,77,23,127.4389748191474,982.1046766595628,No,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,Male,0
CUST00864,48,18,138.78945042949383,977.1226671831357,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Male,1
CUST00865,36,62,134.39084327298855,5812.631411457411,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,Female,0
CUST00866,78,62,149.96636539355205,4566.360864137216,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,Female,1
CUST00867,61,38,51.728321425742664,4279.261006605767,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,Male,0
CUST00868,71,67,119.22998997758738,3630.4272710380487,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,Male,0
CUST00869,56,38,96.23973660872369,7812.813988629619,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,Female,0
CUST00870,44,67,53.96186721896571,417.4062574971266,No,Yes,No,No,No,No,No,Two year,Yes,Credit card,Female,0
CUST00871,27,61,147.64769189730256,1461.4048657693877,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Female,0
CUST00872,43,1,136.72675362065277,5187.111904061874,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,Male,1
CUST00873,36,45,36.70703689773514,1108.1979177329058,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,Male,0
CUST00874,56,28,23.40058450204458,4723.259885313207,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card,Male,1
CUST00875,79,21,109.48299910324799,4550.734579339019,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,Female,0
CUST00876,20,13,98.53698175134957,7768.621365444343,No,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,Female,1
CUST00877,62,27,141.65603113444897,7069.424166651198,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,Female,1
CUST00878,30,7,50.42068733084808,7565.5156832642715,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,Female,1
CUST00879,67,22,30.970433226348316,926.5469084023573,No,Yes,No,No,No,No,No,Two year,No,Credit card,Female,0
CUST00880,45,53,53.69799339035824,6947.824529288427,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,Male,0
CUST00881,79,4,22.46059326649025,1050.1434805918816,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,Male,1
CUST00882,75,23,24.666057654561214,5070.798784781032,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,Male,1
CUST00883,37,70,138.93151476969877,5766.223722210458,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,Male,0
CUST00884,45,33,65.76215572524418,1303.610915231301,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Male,0
CUST00885,25,28,73.40517013125849,5068.6218199177265,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card,Male,0
CUST00886,78,8,22.388315089953572,438.6347334377126,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card,Female,0
CUST00887,58,1,55.16783142234006,2360.263364227785,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Female,1
CUST00888,56,37,124.61437788638604,7370.844781594251,No,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,Female,0
CUST00889,18,63,100.0138247566735,1390.4146799569162,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,Female,0
CUST00890,20,22,117.991478141234,540.8545397536134,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,Male,1
CUST00891,30,70,78.13778630319206,3560.552033250566,No,Yes,No,No,No,Yes,Yes,One year,No,Credit card,Male,0
CUST00892,45,21,60.2647988276729,6807.933304047627,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,Male,0
CUST00893,79,35,82.76531213268814,631.8456081069539,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,Female,0
CUST00894,74,5,61.999238892747655,2857.17221453866,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,Female,0
CUST00895,77,60,129.06624256762882,7200.2031797834225,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,Female,0
CUST00896,66,46,58.697583027069946,962.8812885567455,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,Male,0
CUST00897,42,50,105.7692732589009,2499.134677177334,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer,Male,0
CUST00898,73,48,37.80768890023862,6231.796480054917,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,Female,0
CUST00899,50,6,109.2926441855383,4354.823677367659,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,Female,1
CUST00900,55,56,138.72896250800437,6662.018462255993,No,Yes,No,No,No,No,Yes,One year,Yes,Credit card,Female,0
CUST00901,70,59,99.11581010318808,910.5312365294112,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Female,0
CUST00902,23,29,92.78119940448204,7366.022287610187,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,Female,1
CUST00903,75,71,144.94537484281324,7480.5961202313665,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,Female,1
CUST00904,61,18,101.56155219106003,1259.3979007707167,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,Male,0
CUST00905,62,2,53.74155632550074,290.32620596586537,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer,Female,1
CUST00906,49,8,58.010833100206256,7918.934228005439,No,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,Male,0
CUST00907,62,54,111.68986352967055,3868.367706573347,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,Male,0
CUST00908,78,38,115.60675720598422,4585.161724202742,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer,Female,0
CUST00909,64,48,59.454510132571976,4934.919774659279,No,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,Male,0
CUST00910,38,27,64.89471713042292,6321.554332988412,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,Female,1
CUST00911,33,20,148.83734613608132,6499.663992986424,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,Female,1
CUST00912,71,12,33.25383144543606,1567.5232900717956,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer,Female,1
CUST00913,38,43,72.60385369721291,1908.3611902555422,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,Female,0
CUST00914,28,61,28.11817905567597,7017.127570992049,No,No,No,Yes,No,Yes,No,One year,Yes,Credit card,Male,0
CUST00915,77,31,126.74018705977133,6559.75048590968,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,Male,1
CUST00916,54,61,32.004959062906195,4948.602664800564,No,No,Yes,Yes,No,No,No,One year,No,Bank transfer,Female,0
CUST00917,53,67,107.62095634015245,7957.699289816301,No,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,Male,0
CUST00918,52,35,27.342845120452665,5886.7678695395625,No,No,No,Yes,Yes,No,No,Two year,No,Bank transfer,Female,0
CUST00919,36,15,107.47115491525985,1742.3774096793861,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,Female,1
CUST00920,37,16,129.59480310060144,6776.2196333747725,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,Female,1
CUST00921,74,13,71.84679850012745,3329.5664382337172,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card,Female,1
CUST00922,35,35,87.87644414618299,308.4982311194877,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,Female,0
CUST00923,64,59,72.20042594068673,2584.9417969371316,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,Male,0
CUST00924,58,21,59.06353862224306,6113.1388477938945,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,Male,1
CUST00925,66,54,124.42424208152667,7682.445533348056,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card,Male,1
CUST00926,31,30,55.36033458502866,2223.568602099487,No,Yes,No,No,No,No,No,One year,No,Mailed check,Female,0
CUST00927,32,48,113.98264517062812,1987.200268789526,No,Yes,No,No,No,No,No,One year,Yes,Bank transfer,Female,0
CUST00928,48,35,46.8056203031763,4517.660353074435,No,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,Male,0
CUST00929,18,38,52.48099349018285,6497.237519306325,No,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,Male,0
CUST00930,70,31,63.73995113503759,5977.274943644354,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,Female,0
CUST00931,71,24,96.59032906119248,4488.472042451276,No,Yes,No,No,No,Yes,No,One year,No,Mailed check,Female,1
CUST00932,71,49,79.07490149074034,5058.4896592835385,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,Female,1
CUST00933,20,32,116.86882527761665,1951.9496794642253,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,Female,1
CUST00934,33,55,47.763749043705005,3471.9426347267377,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card,Male,1
CUST00935,40,58,21.387397420348435,2057.8176996319935,No,No,No,Yes,No,No,Yes,Two year,No,Mailed check,Male,0
CUST00936,74,3,120.9524713320786,7077.655439260208,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,Female,1
CUST00937,28,69,126.81441340440942,918.1849687768157,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,Male,0
CUST00938,29,10,27.73242120409064,5444.329651693839,No,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,Male,0
CUST00939,27,25,99.41797788059155,2097.0599133768874,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card,Female,1
CUST00940,49,68,69.16688190350013,3815.107729553362,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card,Male,0
CUST00941,33,61,123.20643517528718,2409.3139863681295,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,Female,0
CUST00942,25,29,133.6738920455422,2599.497630134584,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer,Male,1
CUST00943,55,19,130.6304896836424,2097.9362486159553,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card,Female,1
CUST00944,29,43,121.03655215561078,6027.2875111396,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,Female,1
CUST00945,41,66,54.97678973648118,2938.4125402887958,No,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,Male,0
CUST00946,45,61,125.54565366388117,5816.32900135838,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer,Female,0
CUST00947,70,43,89.35220186781805,3659.438042230022,No,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card,Female,0
CUST00948,25,25,26.858359928171808,4387.023415960292,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,Female,0
CUST00949,75,20,79.40205048677237,4355.434056193629,No,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer,Female,1
CUST00950,45,48,142.48052921389913,7807.299593161838,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Male,0
CUST00951,53,24,135.42171546562184,2949.1583965733907,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card,Female,1
CUST00952,43,11,33.294356529625084,1677.3190812728287,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,Male,0
CUST00953,25,55,116.73646914286813,7296.0996841254855,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,Male,0
CUST00954,75,28,124.75307257457051,1415.2175287382745,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,Male,1
CUST00955,77,69,55.28046447077942,6678.694309837871,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,Female,0
CUST00956,67,63,81.309114196342,1218.7148658260678,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,Male,0
CUST00957,45,59,112.42843239027879,5276.620187134702,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,Female,1
CUST00958,45,5,77.07539354674923,1221.3156898509976,No,No,No,No,No,Yes,Yes,One year,No,Electronic check,Female,1
CUST00959,54,51,34.663599452655006,7386.224837530647,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card,Female,0
CUST00960,58,21,111.7647178086238,4528.766095569593,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,Male,0
CUST00961,53,12,138.51302966558944,2647.605236337899,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,Female,1
CUST00962,44,50,104.82301469280048,1139.7757442094874,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,Male,0
CUST00963,71,4,120.5940973139744,2982.1140444450316,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,Female,1
CUST00964,34,42,66.5871296355177,5646.059878253118,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer,Female,0
CUST00965,26,38,43.815771866462526,3091.908053749806,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,Male,0
CUST00966,50,25,103.56057601037803,1983.8312060416436,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,Female,1
CUST00967,70,14,62.61025675935846,4627.727397384661,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,Female,1
CUST00968,37,32,131.80955746867306,3354.2183856402144,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,Male,1
CUST00969,30,11,35.94164649714085,1343.1337635217328,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Male,1
CUST00970,45,61,76.35028096530608,1248.8241624141053,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card,Male,0
CUST00971,65,18,71.57458806089016,5665.546681970401,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,Male,1
CUST00972,46,27,141.94700096201086,7797.881726219726,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,Male,1
CUST00973,30,55,39.90752407857251,1880.0906854792097,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card,Female,0
CUST00974,63,54,21.280087251561422,6189.72583463529,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card,Female,0
CUST00975,52,21,50.951077664925286,719.1014855547123,No,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card,Male,0
CUST00976,78,44,126.63599176992508,3064.9758340364097,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card,Male,0
CUST00977,23,5,47.211836086112214,4063.3714594098906,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card,Female,1
CUST00978,35,41,51.31414828171275,2164.600623412351,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,Male,0
CUST00979,68,59,36.886844589785404,4246.035763783719,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,Female,0
CUST00980,22,54,113.00670642595026,7063.263132757558,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,Male,0
CUST00981,64,22,28.992644765704235,7556.614939592848,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,Female,0
CUST00982,42,65,63.05707930270781,822.4444958969347,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer,Female,0
CUST00983,19,64,56.72483446072539,2189.3305531939345,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,Male,0
CUST00984,27,71,92.17076487272013,7833.488661791445,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,Male,0
CUST00985,73,4,114.95411445256562,2177.9389150099046,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer,Female,1
CUST00986,47,65,89.27393651057716,5547.804662124659,No,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,Female,0
CUST00987,67,15,141.03337908675877,2042.56047708551,No,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card,Male,1
CUST00988,76,22,143.68754305535316,2863.797434701885,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,Male,1
CUST00989,62,47,66.990492704807,1546.4063234172418,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer,Female,0
CUST00990,22,46,121.09844891573606,6853.275545703218,No,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,Female,0
CUST00991,72,14,116.04417982486466,7063.537135279642,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,Female,1
CUST00992,73,50,136.08539692162753,2389.3618131651438,No,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,Male,0
CUST00993,50,20,78.23267322700143,6592.246796881627,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,Male,1
CUST00994,71,50,88.96151433571299,2878.7683672951325,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,Male,0
CUST00995,18,33,74.05066076560462,810.1749947033633,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer,Male,1
CUST00996,35,59,130.54899950896174,6069.449650390746,No,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,Male,0
CUST00997,49,43,49.861300997077464,4779.641066212781,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,Female,0
CUST00998,64,12,51.16218017151781,2209.571900492588,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,Female,0
CUST00999,66,40,68.43866346502037,2038.9379292845395,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer,Male,0
CUST01000,28,20,49.944568173305655,7805.474496448924,No,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,Female,1
CUST01001,38,38,92.9308887339397,6902.7583063268685,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,Female,0
CUST01002,43,3,37.4837138444153,6482.190668402643,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card,Female,1
CUST01003,42,28,61.62420852252719,1041.5813149604917,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,Female,1
CUST01004,39,56,138.7478108018267,6046.394448501119,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,Female,1
CUST01005,76,13,73.19931242493348,1732.0309652022265,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,Male,1
